scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio
5.0,9.9,4.9,1,Standard Class,3,20.63,Electronics,Europe,47.8,77.7,1.1,0.82
2.0,5.8,3.8,1,First Class,2,436.49,Industrial Parts,South Asia,69.3,3.5,7.6,0.05
5.0,4.8,0.0,0,Standard Class,5,421.49,Industrial Parts,South Asia,1.0,4.2,2.4,0.3
5.0,6.7,1.7,0,Standard Class,5,33.94,Apparel,South Asia,38.1,49.1,3.7,0.63
3.0,6.7,3.7,1,Second Class,6,71.39,Chemicals,East Asia,56.8,18.3,2.5,0.88
5.0,6.5,1.5,0,Standard Class,2,282.61,Apparel,Europe,90.1,45.1,0.4,0.06
3.0,10.4,7.4,1,Second Class,5,31.0,Industrial Parts,North America,99.2,4.4,7.3,0.47
5.0,8.1,3.1,1,Standard Class,1,211.47,Electronics,North America,55.6,97.7,6.4,0.51
5.0,11.8,6.8,1,Standard Class,3,487.93,Chemicals,North America,94.5,65.4,4.8,0.95
5.0,8.3,3.3,1,Standard Class,3,94.66,Industrial Parts,Europe,9.9,68.7,6.7,0.68
5.0,11.5,6.5,1,Standard Class,3,110.99,Electronics,Latin America,70.1,51.0,8.5,0.16
2.0,7.1,5.1,1,First Class,3,341.41,Automotive,Europe,40.1,82.5,6.2,0.55
5.0,11.8,6.8,1,Standard Class,8,31.55,Industrial Parts,South Asia,75.1,83.3,9.1,0.19
5.0,8.3,3.3,1,Standard Class,1,412.14,Automotive,Latin America,86.8,15.9,2.0,0.7
5.0,7.4,2.4,1,Standard Class,6,107.53,Apparel,South Asia,5.4,76.8,8.8,0.38
5.0,9.5,4.5,1,Standard Class,6,270.46,Automotive,South Asia,93.5,56.7,5.4,0.64
2.0,5.1,3.1,1,First Class,1,131.89,Industrial Parts,Europe,6.8,76.2,8.4,0.86
5.0,11.2,6.2,1,Standard Class,1,332.85,Automotive,North America,75.3,91.9,7.4,0.76
3.0,3.8,0.8,0,Second Class,3,297.74,Chemicals,Latin America,6.9,33.5,0.6,0.77
1.0,6.1,5.1,1,Same Day,8,473.76,Industrial Parts,East Asia,86.2,57.1,8.4,0.3
5.0,8.0,3.0,1,Standard Class,6,228.34,Electronics,North America,20.5,78.7,3.4,0.58
2.0,7.6,5.6,1,First Class,4,438.69,Automotive,East Asia,43.4,98.7,4.2,0.22
5.0,8.3,3.3,1,Standard Class,5,292.15,Chemicals,Europe,93.3,61.3,0.1,0.25
5.0,11.4,6.4,1,Standard Class,3,458.09,Apparel,Latin America,79.2,72.1,7.6,0.69
5.0,10.6,5.6,1,Standard Class,6,152.99,Apparel,Europe,78.6,84.6,4.7,0.42
3.0,9.9,6.9,1,Second Class,6,279.38,Automotive,East Asia,76.3,75.1,9.4,0.85
1.0,4.6,3.6,1,Same Day,6,201.11,Apparel,South Asia,56.9,94.2,2.8,0.49
5.0,9.1,4.1,1,Standard Class,9,42.29,Electronics,Europe,95.1,23.0,5.0,0.11
3.0,9.5,6.5,1,Second Class,8,291.39,Industrial Parts,Latin America,83.2,90.8,4.1,0.42
5.0,9.2,4.2,1,Standard Class,6,399.17,Chemicals,Europe,44.0,20.7,7.9,0.17
5.0,12.0,7.0,1,Standard Class,2,282.54,Automotive,North America,74.3,56.5,5.4,0.95
5.0,8.5,3.5,1,Standard Class,4,146.88,Apparel,Europe,99.8,52.3,4.6,0.07
1.0,9.0,8.0,1,Same Day,6,139.28,Industrial Parts,East Asia,87.1,83.1,9.5,0.56
3.0,4.8,1.8,0,Second Class,9,126.54,Electronics,Europe,0.1,39.9,3.8,0.38
5.0,10.5,5.5,1,Standard Class,2,490.02,Apparel,Latin America,73.8,14.3,4.9,0.6
5.0,12.0,7.0,1,Standard Class,6,205.62,Apparel,Europe,89.8,70.7,5.5,0.54
5.0,6.7,1.7,0,Standard Class,7,165.27,Chemicals,Europe,32.8,60.7,0.5,0.88
5.0,10.3,5.3,1,Standard Class,8,215.05,Electronics,Latin America,97.7,82.7,5.3,0.21
5.0,6.8,1.8,0,Standard Class,9,66.74,Electronics,Europe,40.1,75.9,3.4,0.16
2.0,7.0,5.0,1,First Class,5,106.05,Automotive,Latin America,42.1,89.5,6.5,0.83
5.0,11.2,6.2,1,Standard Class,9,259.36,Chemicals,East Asia,16.1,83.9,6.4,0.89
5.0,6.9,1.9,0,Standard Class,9,401.44,Automotive,Latin America,9.7,68.6,7.1,0.37
5.0,9.7,4.7,1,Standard Class,7,439.45,Chemicals,East Asia,53.7,46.6,4.0,0.91
2.0,5.0,3.0,1,First Class,2,434.33,Electronics,East Asia,60.3,2.0,1.0,0.36
3.0,8.4,5.4,1,Second Class,8,472.93,Chemicals,Latin America,36.7,30.8,4.4,0.58
5.0,8.2,3.2,1,Standard Class,5,71.63,Chemicals,Europe,60.7,72.8,5.5,0.65
3.0,6.4,3.4,1,Second Class,8,30.08,Chemicals,North America,39.5,6.0,0.2,0.94
5.0,9.5,4.5,1,Standard Class,2,61.81,Industrial Parts,Latin America,86.8,75.7,5.5,0.2
5.0,10.4,5.4,1,Standard Class,7,304.36,Industrial Parts,Europe,95.4,51.6,4.0,0.32
5.0,9.7,4.7,1,Standard Class,5,282.5,Electronics,East Asia,59.4,86.8,4.8,0.54
5.0,9.5,4.5,1,Standard Class,4,338.89,Chemicals,South Asia,84.2,66.0,3.0,0.24
5.0,10.6,5.6,1,Standard Class,6,191.83,Electronics,North America,85.4,79.8,4.9,0.57
2.0,8.4,6.4,1,First Class,5,201.88,Industrial Parts,Europe,71.4,17.2,8.8,0.75
2.0,7.2,5.2,1,First Class,6,277.33,Chemicals,North America,19.2,17.3,7.9,0.84
3.0,5.0,2.0,0,Second Class,9,48.74,Automotive,South Asia,15.5,21.1,6.2,0.35
5.0,7.6,2.6,1,Standard Class,1,401.94,Industrial Parts,South Asia,91.9,33.3,6.3,0.21
5.0,10.6,5.6,1,Standard Class,1,462.2,Industrial Parts,South Asia,26.5,90.4,9.0,0.67
3.0,6.6,3.6,1,Second Class,6,199.8,Industrial Parts,Latin America,24.6,77.4,4.8,0.67
5.0,7.3,2.3,1,Standard Class,2,372.39,Chemicals,North America,16.6,36.5,5.4,0.44
5.0,11.2,6.2,1,Standard Class,8,278.93,Apparel,Latin America,52.7,91.8,8.6,0.58
5.0,14.6,9.6,1,Standard Class,7,125.64,Automotive,South Asia,67.7,77.9,7.5,0.77
2.0,6.1,4.1,1,First Class,6,43.22,Automotive,Europe,67.6,65.6,4.3,0.71
5.0,7.6,2.6,1,Standard Class,4,130.49,Electronics,South Asia,26.1,43.7,3.1,0.66
5.0,7.3,2.3,1,Standard Class,9,306.4,Chemicals,Latin America,9.5,65.2,5.2,0.65
3.0,5.8,2.8,1,Second Class,7,29.71,Industrial Parts,South Asia,31.0,59.3,1.2,0.7
5.0,6.6,1.6,0,Standard Class,7,419.73,Apparel,South Asia,50.3,78.2,6.8,0.6
5.0,8.4,3.4,1,Standard Class,5,485.45,Chemicals,Latin America,61.2,22.6,4.6,0.13
5.0,7.4,2.4,1,Standard Class,1,50.92,Chemicals,Latin America,27.1,88.6,5.9,0.57
5.0,9.3,4.3,1,Standard Class,2,130.88,Apparel,Europe,18.3,59.2,8.5,0.85
3.0,7.4,4.4,1,Second Class,8,341.06,Industrial Parts,Latin America,84.2,80.7,3.6,0.08
5.0,8.5,3.5,1,Standard Class,5,404.98,Chemicals,Europe,85.8,34.7,5.0,0.41
5.0,9.7,4.7,1,Standard Class,2,179.54,Automotive,East Asia,28.0,39.2,5.6,0.4
2.0,5.7,3.7,1,First Class,5,262.47,Automotive,East Asia,56.0,93.7,2.8,0.28
2.0,4.8,2.8,1,First Class,8,446.96,Apparel,Latin America,44.0,62.2,2.7,0.57
2.0,4.2,2.2,1,First Class,4,198.36,Industrial Parts,South Asia,14.2,31.8,5.3,0.2
5.0,12.1,7.1,1,Standard Class,3,49.95,Apparel,North America,94.1,8.2,2.6,0.87
5.0,7.1,2.1,1,Standard Class,5,497.5,Chemicals,South Asia,1.0,43.4,8.6,0.19
1.0,4.8,3.8,1,Same Day,7,98.34,Automotive,Latin America,18.8,84.9,9.9,0.92
3.0,4.9,1.9,0,Second Class,2,33.9,Electronics,Europe,34.6,25.1,2.1,0.06
5.0,10.8,5.8,1,Standard Class,1,211.22,Apparel,South Asia,85.6,86.0,5.8,0.49
5.0,8.4,3.4,1,Standard Class,5,69.52,Electronics,East Asia,78.9,16.2,1.5,0.08
5.0,6.0,1.0,0,Standard Class,7,489.58,Electronics,Latin America,58.0,13.0,1.9,0.84
2.0,10.5,8.5,1,First Class,8,196.59,Automotive,South Asia,69.5,60.6,7.7,0.77
5.0,7.1,2.1,1,Standard Class,8,414.65,Apparel,South Asia,34.1,80.5,2.0,0.25
5.0,13.1,8.1,1,Standard Class,9,96.54,Electronics,Europe,94.1,78.0,7.5,0.17
5.0,6.1,1.1,0,Standard Class,1,78.02,Chemicals,Europe,2.7,54.4,4.0,0.24
3.0,3.5,0.5,0,Second Class,7,328.15,Industrial Parts,Europe,10.1,63.9,4.8,0.12
2.0,6.5,4.5,1,First Class,8,455.56,Industrial Parts,North America,92.6,25.8,2.6,0.26
5.0,8.7,3.7,1,Standard Class,6,66.12,Automotive,Latin America,94.5,55.1,5.5,0.11
3.0,7.6,4.6,1,Second Class,4,298.73,Apparel,Latin America,49.1,20.8,3.3,0.82
1.0,6.8,5.8,1,Same Day,7,51.62,Apparel,East Asia,57.6,92.8,1.7,0.82
5.0,7.9,2.9,1,Standard Class,3,407.96,Industrial Parts,East Asia,90.3,67.8,1.4,0.54
5.0,11.5,6.5,1,Standard Class,2,455.56,Chemicals,Latin America,85.3,56.5,10.0,0.88
5.0,9.6,4.6,1,Standard Class,6,318.11,Industrial Parts,South Asia,86.2,24.7,3.5,0.37
3.0,8.1,5.1,1,Second Class,2,347.29,Industrial Parts,Latin America,37.2,40.9,8.0,0.21
5.0,8.6,3.6,1,Standard Class,6,37.16,Apparel,North America,83.1,78.0,3.4,0.32
3.0,4.4,1.4,0,Second Class,3,45.76,Electronics,East Asia,6.9,23.9,6.2,0.16
3.0,8.0,5.0,1,Second Class,2,98.04,Chemicals,East Asia,48.7,12.9,8.4,0.79
5.0,7.9,2.9,1,Standard Class,8,144.18,Apparel,East Asia,23.7,30.7,7.0,0.73
2.0,3.3,1.3,0,First Class,4,382.33,Industrial Parts,Latin America,3.6,79.4,0.7,0.22
5.0,8.0,3.0,1,Standard Class,4,223.36,Electronics,East Asia,61.7,88.3,1.9,0.54
5.0,7.5,2.5,1,Standard Class,7,48.34,Chemicals,East Asia,7.6,41.4,8.7,0.3
3.0,6.8,3.8,1,Second Class,8,427.8,Automotive,Latin America,12.0,78.1,4.7,0.17
3.0,6.5,3.5,1,Second Class,9,496.98,Chemicals,South Asia,8.2,33.2,6.0,0.27
5.0,8.3,3.3,1,Standard Class,8,232.96,Chemicals,East Asia,97.5,50.9,0.2,0.59
2.0,7.6,5.6,1,First Class,4,260.76,Industrial Parts,East Asia,3.9,2.0,4.9,0.64
2.0,6.1,4.1,1,First Class,2,48.47,Industrial Parts,East Asia,27.0,71.2,4.3,0.22
5.0,10.1,5.1,1,Standard Class,5,197.68,Automotive,North America,65.2,71.9,6.9,0.75
1.0,4.1,3.1,1,Same Day,7,192.18,Automotive,Latin America,82.3,10.0,2.7,0.57
5.0,9.8,4.8,1,Standard Class,2,483.24,Automotive,East Asia,60.8,35.9,7.4,0.44
5.0,10.7,5.7,1,Standard Class,4,333.61,Apparel,North America,97.7,48.4,6.7,0.63
5.0,8.0,3.0,1,Standard Class,6,393.27,Apparel,South Asia,33.8,77.4,5.1,0.35
2.0,4.7,2.7,1,First Class,8,72.88,Industrial Parts,South Asia,47.2,82.4,3.8,0.29
3.0,8.0,5.0,1,Second Class,6,214.29,Industrial Parts,North America,82.1,71.9,3.0,0.88
5.0,11.1,6.1,1,Standard Class,6,103.86,Automotive,South Asia,68.2,21.6,5.4,0.86
5.0,9.4,4.4,1,Standard Class,6,431.49,Apparel,Europe,21.4,35.6,5.8,0.48
3.0,8.9,5.9,1,Second Class,4,84.66,Electronics,South Asia,49.9,24.7,4.5,0.59
5.0,11.4,6.4,1,Standard Class,3,225.05,Apparel,Europe,97.6,63.7,3.2,0.64
2.0,8.8,6.8,1,First Class,1,36.29,Industrial Parts,North America,86.3,64.7,8.8,0.64
2.0,5.0,3.0,1,First Class,2,320.8,Apparel,Europe,19.2,1.6,3.1,0.53
5.0,8.1,3.1,1,Standard Class,2,246.14,Industrial Parts,South Asia,18.0,73.2,6.7,0.33
1.0,7.3,6.3,1,Same Day,7,254.0,Automotive,East Asia,82.8,23.0,9.0,0.85
5.0,9.2,4.2,1,Standard Class,6,59.79,Automotive,Europe,19.9,80.1,6.5,0.56
1.0,5.6,4.6,1,Same Day,8,261.85,Automotive,South Asia,45.3,83.3,3.7,0.87
3.0,5.9,2.9,1,Second Class,9,286.25,Electronics,East Asia,18.1,79.7,3.0,0.8
3.0,6.4,3.4,1,Second Class,5,481.79,Electronics,North America,1.5,40.8,8.5,0.63
5.0,9.9,4.9,1,Standard Class,3,26.28,Industrial Parts,North America,87.5,34.8,4.9,0.69
2.0,7.1,5.1,1,First Class,4,462.13,Chemicals,Latin America,77.9,43.5,5.9,0.87
5.0,10.5,5.5,1,Standard Class,8,244.99,Electronics,North America,47.1,52.7,6.0,0.62
5.0,7.4,2.4,1,Standard Class,3,112.96,Industrial Parts,Latin America,16.0,25.0,5.3,0.47
5.0,10.0,5.0,1,Standard Class,2,336.12,Apparel,North America,80.6,93.2,9.3,0.45
5.0,9.3,4.3,1,Standard Class,7,263.36,Automotive,North America,35.9,50.4,9.3,0.93
5.0,7.9,2.9,1,Standard Class,4,121.11,Automotive,North America,66.2,7.3,0.4,0.73
3.0,6.5,3.5,1,Second Class,8,317.15,Automotive,Latin America,31.7,99.7,5.1,0.65
2.0,5.3,3.3,1,First Class,1,241.9,Industrial Parts,Latin America,43.2,48.4,5.7,0.14
5.0,11.6,6.6,1,Standard Class,8,347.62,Automotive,Europe,53.5,94.7,9.3,0.58
3.0,5.0,2.0,0,Second Class,5,347.65,Electronics,South Asia,76.2,39.0,0.7,0.22
5.0,11.0,6.0,1,Standard Class,2,241.68,Apparel,South Asia,83.2,22.5,7.9,0.4
2.0,5.0,3.0,1,First Class,1,201.49,Automotive,South Asia,44.4,73.7,6.4,0.55
2.0,5.0,3.0,1,First Class,6,40.99,Industrial Parts,North America,23.3,43.2,7.3,0.06
5.0,7.2,2.2,1,Standard Class,9,251.98,Apparel,South Asia,15.4,88.1,2.9,0.83
3.0,8.7,5.7,1,Second Class,9,129.13,Automotive,Latin America,34.1,46.4,7.5,0.44
5.0,9.6,4.6,1,Standard Class,9,36.09,Chemicals,Europe,80.2,33.8,2.8,0.61
5.0,10.1,5.1,1,Standard Class,4,171.89,Automotive,East Asia,27.4,96.7,6.8,0.23
2.0,7.2,5.2,1,First Class,6,52.86,Electronics,Europe,4.8,83.0,7.9,0.68
5.0,11.3,6.3,1,Standard Class,6,294.07,Apparel,South Asia,56.4,20.6,7.8,0.33
5.0,7.8,2.8,1,Standard Class,5,256.8,Electronics,South Asia,3.4,48.9,5.4,0.51
5.0,9.9,4.9,1,Standard Class,2,398.29,Chemicals,Latin America,88.5,11.3,4.1,0.34
2.0,5.2,3.2,1,First Class,7,141.14,Chemicals,Europe,67.8,10.8,2.4,0.63
5.0,7.6,2.6,1,Standard Class,1,192.05,Electronics,Latin America,25.7,85.3,0.3,0.82
5.0,9.1,4.1,1,Standard Class,6,347.59,Apparel,Latin America,46.9,93.2,0.5,0.63
3.0,8.8,5.8,1,Second Class,5,496.54,Chemicals,East Asia,73.9,73.9,4.2,0.21
2.0,6.1,4.1,1,First Class,5,453.04,Chemicals,Latin America,91.6,98.9,0.9,0.27
5.0,7.7,2.7,1,Standard Class,8,265.2,Automotive,Latin America,87.4,4.5,1.1,0.52
5.0,6.0,1.0,0,Standard Class,9,342.19,Industrial Parts,East Asia,7.0,33.2,1.9,0.29
5.0,5.5,0.5,0,Standard Class,7,270.64,Chemicals,North America,8.1,13.2,4.8,0.23
5.0,8.5,3.5,1,Standard Class,8,223.05,Apparel,North America,59.8,78.2,5.9,0.09
5.0,8.0,3.0,1,Standard Class,2,305.13,Apparel,East Asia,49.6,89.0,6.9,0.14
3.0,6.9,3.9,1,Second Class,2,199.38,Automotive,Latin America,29.3,44.7,4.9,0.56
3.0,9.2,6.2,1,Second Class,8,147.29,Apparel,South Asia,97.6,82.9,6.6,0.23
3.0,10.8,7.8,1,Second Class,6,355.78,Automotive,Europe,74.6,84.8,8.6,0.5
5.0,9.6,4.6,1,Standard Class,8,437.27,Chemicals,South Asia,68.7,14.0,3.7,0.63
2.0,4.5,2.5,1,First Class,9,151.13,Chemicals,South Asia,18.1,37.7,6.9,0.28
5.0,7.9,2.9,1,Standard Class,9,356.38,Chemicals,Latin America,28.4,18.8,6.6,0.9
1.0,5.6,4.6,1,Same Day,6,222.67,Chemicals,Europe,60.5,67.0,6.4,0.28
3.0,6.0,3.0,1,Second Class,8,158.02,Industrial Parts,Europe,79.6,38.7,5.8,0.2
5.0,12.1,7.1,1,Standard Class,2,314.34,Industrial Parts,North America,93.1,66.8,7.3,0.46
3.0,8.0,5.0,1,Second Class,8,470.31,Chemicals,East Asia,69.8,87.6,8.2,0.45
5.0,10.8,5.8,1,Standard Class,3,182.33,Apparel,Latin America,41.9,41.3,3.9,0.82
3.0,7.9,4.9,1,Second Class,1,382.14,Automotive,Europe,69.1,97.2,6.5,0.09
5.0,6.1,1.1,0,Standard Class,7,164.2,Electronics,Latin America,6.9,40.9,2.5,0.3
5.0,10.5,5.5,1,Standard Class,1,403.9,Automotive,North America,60.0,21.4,7.6,0.84
2.0,8.1,6.1,1,First Class,1,382.39,Electronics,South Asia,89.5,52.9,8.8,0.73
5.0,8.3,3.3,1,Standard Class,1,385.16,Electronics,Europe,63.7,39.9,7.6,0.05
2.0,5.5,3.5,1,First Class,4,498.88,Chemicals,North America,0.8,12.5,4.9,0.53
5.0,7.6,2.6,1,Standard Class,4,78.85,Electronics,Latin America,69.5,2.3,1.3,0.27
3.0,9.0,6.0,1,Second Class,6,200.53,Chemicals,North America,72.6,74.4,8.7,0.94
3.0,10.9,7.9,1,Second Class,3,319.1,Industrial Parts,North America,54.1,93.3,8.1,0.94
5.0,12.2,7.2,1,Standard Class,6,299.33,Apparel,North America,81.6,44.0,7.0,0.88
5.0,6.3,1.3,0,Standard Class,7,392.51,Electronics,North America,20.2,6.5,8.5,0.06
5.0,9.5,4.5,1,Standard Class,1,32.99,Apparel,North America,40.9,74.1,5.3,0.86
5.0,10.3,5.3,1,Standard Class,6,355.48,Chemicals,North America,80.8,86.7,9.9,0.34
5.0,13.3,8.3,1,Standard Class,1,371.48,Electronics,East Asia,60.4,32.4,8.4,0.63
3.0,7.1,4.1,1,Second Class,7,39.94,Automotive,Latin America,99.4,22.2,1.6,0.45
2.0,4.3,2.3,1,First Class,5,273.95,Industrial Parts,South Asia,6.9,33.7,4.0,0.37
2.0,4.4,2.4,1,First Class,4,130.05,Industrial Parts,Latin America,24.4,90.8,1.7,0.31
3.0,4.1,1.1,0,Second Class,1,402.8,Electronics,Europe,19.9,41.8,2.2,0.44
3.0,9.5,6.5,1,Second Class,9,34.31,Industrial Parts,Europe,97.6,65.4,5.0,0.32
3.0,7.9,4.9,1,Second Class,7,81.62,Automotive,Latin America,86.9,7.4,3.6,0.88
5.0,10.2,5.2,1,Standard Class,2,61.18,Apparel,North America,13.3,28.2,9.1,0.44
2.0,4.9,2.9,1,First Class,4,41.96,Automotive,East Asia,35.4,22.8,0.0,0.9
3.0,3.6,0.6,0,Second Class,4,304.04,Industrial Parts,South Asia,5.3,6.3,0.1,0.38
5.0,7.9,2.9,1,Standard Class,8,435.59,Apparel,North America,63.3,12.1,9.2,0.28
5.0,8.0,3.0,1,Standard Class,2,260.38,Automotive,Latin America,33.1,41.7,2.4,0.78
5.0,7.5,2.5,1,Standard Class,5,113.18,Chemicals,Latin America,25.8,55.8,0.0,0.52
5.0,8.8,3.8,1,Standard Class,8,178.46,Chemicals,East Asia,52.3,31.2,4.4,0.2
2.0,7.4,5.4,1,First Class,6,186.58,Apparel,East Asia,79.6,42.0,2.0,0.89
5.0,9.4,4.4,1,Standard Class,4,231.3,Apparel,Latin America,40.4,75.9,0.5,0.92
5.0,9.5,4.5,1,Standard Class,5,216.06,Apparel,North America,75.7,24.7,5.3,0.67
1.0,5.2,4.2,1,Same Day,2,338.86,Chemicals,North America,44.6,3.4,1.4,0.92
5.0,9.6,4.6,1,Standard Class,5,176.56,Automotive,North America,21.5,25.7,8.4,0.66
5.0,10.6,5.6,1,Standard Class,3,334.85,Apparel,South Asia,44.6,92.1,3.0,0.61
5.0,9.0,4.0,1,Standard Class,3,277.92,Chemicals,South Asia,53.8,1.8,2.2,0.79
3.0,8.7,5.7,1,Second Class,7,33.77,Apparel,North America,46.2,12.9,7.4,0.11
2.0,4.9,2.9,1,First Class,3,460.64,Apparel,Latin America,27.4,6.5,8.5,0.45
5.0,7.4,2.4,1,Standard Class,4,97.2,Apparel,East Asia,18.5,37.7,0.9,0.44
2.0,10.1,8.1,1,First Class,7,231.25,Chemicals,Europe,94.7,64.8,1.5,0.61
5.0,8.4,3.4,1,Standard Class,3,474.32,Automotive,East Asia,29.7,91.0,4.7,0.36
2.0,8.9,6.9,1,First Class,2,131.19,Chemicals,East Asia,70.5,79.4,5.9,0.46
3.0,5.8,2.8,1,Second Class,7,20.86,Chemicals,Europe,34.1,25.1,0.8,0.81
2.0,7.8,5.8,1,First Class,5,250.12,Apparel,North America,97.0,63.5,3.8,0.9
5.0,11.1,6.1,1,Standard Class,1,119.73,Electronics,East Asia,98.8,66.4,9.0,0.49
1.0,6.2,5.2,1,Same Day,8,295.19,Electronics,Europe,82.5,9.1,8.8,0.68
3.0,8.1,5.1,1,Second Class,3,410.38,Electronics,Latin America,58.1,42.7,3.1,0.54
5.0,9.9,4.9,1,Standard Class,7,260.5,Chemicals,Latin America,54.2,31.1,2.3,0.83
2.0,3.7,1.7,0,First Class,6,326.06,Apparel,Latin America,32.9,15.7,5.8,0.29
5.0,7.5,2.5,1,Standard Class,6,336.41,Electronics,North America,12.2,5.9,1.0,0.83
2.0,5.1,3.1,1,First Class,8,412.06,Industrial Parts,East Asia,7.9,2.7,2.3,0.51
5.0,6.5,1.5,0,Standard Class,4,347.08,Industrial Parts,East Asia,46.5,85.9,1.7,0.46
3.0,8.3,5.3,1,Second Class,4,488.32,Industrial Parts,South Asia,97.9,33.1,2.1,0.91
5.0,7.7,2.7,1,Standard Class,3,233.54,Automotive,Latin America,24.7,49.3,2.1,0.32
5.0,9.0,4.0,1,Standard Class,1,34.63,Apparel,North America,41.1,29.2,6.3,0.12
5.0,9.6,4.6,1,Standard Class,3,203.07,Chemicals,Europe,64.1,16.6,4.9,0.65
5.0,8.9,3.9,1,Standard Class,1,421.54,Chemicals,North America,35.1,26.1,8.6,0.29
5.0,7.6,2.6,1,Standard Class,6,75.2,Apparel,East Asia,0.4,17.0,7.4,0.63
5.0,8.6,3.6,1,Standard Class,8,370.61,Automotive,Latin America,39.6,75.8,5.0,0.1
5.0,10.5,5.5,1,Standard Class,3,272.47,Apparel,South Asia,80.5,90.8,3.1,0.56
5.0,12.2,7.2,1,Standard Class,4,451.33,Automotive,North America,94.4,43.5,8.3,0.26
5.0,6.4,1.4,0,Standard Class,5,368.28,Electronics,South Asia,27.5,82.3,0.8,0.12
3.0,6.2,3.2,1,Second Class,7,333.66,Electronics,East Asia,92.2,42.6,6.8,0.1
5.0,9.1,4.1,1,Standard Class,6,444.57,Automotive,Europe,86.7,44.7,1.1,0.91
2.0,5.0,3.0,1,First Class,2,455.03,Apparel,North America,40.7,48.5,5.3,0.29
2.0,6.5,4.5,1,First Class,7,198.61,Electronics,East Asia,0.5,82.0,9.0,0.57
3.0,9.3,6.3,1,Second Class,8,464.65,Apparel,Latin America,84.5,93.6,2.4,0.49
5.0,8.0,3.0,1,Standard Class,1,36.8,Electronics,North America,28.7,74.4,0.8,0.38
2.0,6.3,4.3,1,First Class,6,383.66,Apparel,South Asia,75.6,88.8,3.4,0.54
5.0,7.9,2.9,1,Standard Class,9,174.9,Apparel,North America,57.2,64.3,4.8,0.55
5.0,9.9,4.9,1,Standard Class,7,248.82,Industrial Parts,East Asia,22.2,83.9,7.2,0.8
5.0,9.9,4.9,1,Standard Class,5,419.52,Automotive,East Asia,64.8,55.7,0.3,0.4
3.0,6.6,3.6,1,Second Class,9,322.15,Chemicals,South Asia,76.5,77.3,1.3,0.37
5.0,9.4,4.4,1,Standard Class,2,234.17,Automotive,East Asia,47.4,70.5,4.1,0.66
5.0,10.3,5.3,1,Standard Class,7,90.33,Apparel,North America,74.8,74.9,1.0,0.38
1.0,3.4,2.4,1,Same Day,9,470.24,Apparel,South Asia,40.5,23.4,9.6,0.51
2.0,6.0,4.0,1,First Class,2,172.91,Automotive,East Asia,98.0,15.4,5.1,0.21
5.0,8.6,3.6,1,Standard Class,6,59.57,Apparel,East Asia,24.0,65.3,3.8,0.31
5.0,9.7,4.7,1,Standard Class,9,286.43,Electronics,North America,77.8,48.3,9.8,0.23
2.0,8.1,6.1,1,First Class,3,209.08,Apparel,East Asia,75.0,76.5,6.5,0.81
5.0,9.5,4.5,1,Standard Class,8,299.35,Automotive,North America,52.9,14.7,5.2,0.77
5.0,9.1,4.1,1,Standard Class,5,124.43,Automotive,Latin America,35.0,94.8,2.4,0.4
5.0,10.4,5.4,1,Standard Class,7,195.58,Automotive,North America,44.6,70.4,2.5,0.45
2.0,4.9,2.9,1,First Class,3,486.53,Industrial Parts,Europe,62.9,2.3,3.6,0.42
3.0,7.6,4.6,1,Second Class,8,468.9,Industrial Parts,East Asia,53.0,57.7,7.5,0.22
2.0,7.5,5.5,1,First Class,2,433.55,Industrial Parts,Latin America,76.2,31.3,8.2,0.76
2.0,7.5,5.5,1,First Class,8,391.77,Industrial Parts,South Asia,36.1,27.5,1.9,0.8
5.0,9.7,4.7,1,Standard Class,2,86.71,Industrial Parts,Europe,10.7,90.2,8.2,0.6
5.0,10.3,5.3,1,Standard Class,7,238.8,Industrial Parts,South Asia,50.6,83.6,3.3,0.72
5.0,8.1,3.1,1,Standard Class,2,366.67,Industrial Parts,Europe,25.9,1.0,2.0,0.64
5.0,6.7,1.7,0,Standard Class,7,138.27,Automotive,Latin America,61.7,18.2,1.9,0.14
5.0,9.9,4.9,1,Standard Class,1,26.21,Chemicals,Latin America,52.0,72.0,4.6,0.55
3.0,9.7,6.7,1,Second Class,6,214.87,Industrial Parts,Latin America,77.9,84.8,7.7,0.36
3.0,4.4,1.4,0,Second Class,7,218.32,Automotive,Europe,57.5,71.8,5.7,0.25
2.0,5.2,3.2,1,First Class,4,41.9,Chemicals,North America,43.1,52.5,4.6,0.65
5.0,10.4,5.4,1,Standard Class,1,167.1,Industrial Parts,South Asia,12.0,98.5,0.2,0.85
3.0,5.1,2.1,1,Second Class,6,459.48,Chemicals,North America,12.0,79.7,5.6,0.95
3.0,9.6,6.6,1,Second Class,4,132.65,Chemicals,North America,64.0,46.8,6.7,0.57
5.0,9.1,4.1,1,Standard Class,3,288.89,Electronics,East Asia,88.1,58.3,1.0,0.66
3.0,7.6,4.6,1,Second Class,4,249.06,Apparel,South Asia,41.5,4.5,9.6,0.64
5.0,10.3,5.3,1,Standard Class,6,432.44,Electronics,Europe,53.1,96.5,0.9,0.68
5.0,9.6,4.6,1,Standard Class,5,330.24,Chemicals,East Asia,59.1,36.3,6.9,0.27
