scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,order_value,scheduled_density,unit_item_value,log_order_value,scheduled_days_sq,is_express,high_supplier_dep,high_weather_risk,distance_km,normalized_route_distance,same_region_indicator,cross_region_indicator,trade_dependency_score,economic_risk_score,gdp_growth_rate,logistics_perf_index,infrastructure_quality,precipitation_risk,natural_hazard_score,risk_composite_index,delay_risk_ratio,cost_efficiency_ratio,weather_x_port,weather_x_geo,supplier_x_port,scheduled_x_weather,trade_x_geo,weather_x_infra,econ_x_supplier,weather_x_port_x_supplier,region_x_mode,category_x_mode
3.0,5.9,2.9,1,Second Class,3,105.82,Automotive,North America,21.3,14.4,1.6,0.36,317.46,0.9677419354838709,34.13548387096774,5.76349687842828,9.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,18.105,17.985,0.24254000000000003,5.338345864661654,34.13548387096774,34.080000000000005,306.72,0.576,63.900000000000006,748.8000000000001,12.779999999999992,8.82,12.268800000000002,North America_Second Class,Automotive_Second Class
5.0,11.4,6.4,1,Standard Class,4,340.08,Electronics,Latin America,52.5,99.9,4.2,0.7,1360.32,0.7843137254901962,82.94634146341464,7.216210096249187,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,44.625,61.2,0.632125,18.617021276595743,66.68235294117648,220.5,5244.75,2.94,262.5,7412.580000000001,99.75,40.949999999999996,154.35,Latin America_Standard Class,Electronics_Standard Class
5.0,7.3,2.3,1,Standard Class,1,450.81,Electronics,North America,67.5,89.5,1.4,0.31,450.81,0.19607843137254904,409.8272727272727,6.113261737476429,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,57.375,56.95,0.515325,16.917293233082706,88.39411764705883,94.5,6041.25,0.434,337.5,4654.0,40.49999999999998,7.595,29.294999999999998,North America_Standard Class,Electronics_Standard Class
5.0,7.6,2.6,1,Standard Class,1,129.35,Automotive,North America,21.5,42.3,2.4,0.74,129.35,0.19607843137254904,117.59090909090908,4.870223140379511,25.0,0,1,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,18.275,27.45,0.36342499999999994,5.3884711779448615,25.362745098039216,51.6,909.4499999999999,1.776,107.5,2199.6,12.899999999999991,18.13,38.184,North America_Standard Class,Automotive_Standard Class
5.0,10.6,5.6,1,Standard Class,7,69.78,Automotive,Europe,99.5,17.1,2.9,0.66,488.46000000000004,1.3725490196078431,9.828169014084507,6.193302742594856,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,84.575,57.75,0.593925,26.533333333333335,13.682352941176472,288.55,1701.45,1.914,497.5,1169.64,89.55000000000004,21.186000000000003,190.443,Europe_Standard Class,Automotive_Standard Class
2.0,3.5,1.5,0,First Class,5,419.36,Apparel,East Asia,32.8,3.0,5.3,0.24,2096.8,2.380952380952381,82.22745098039216,7.648644455527504,4.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,27.879999999999995,31.409999999999997,0.35348999999999997,9.060773480662982,199.6952380952381,173.83999999999997,98.39999999999999,1.272,65.6,264.0,32.8,9.888,41.721599999999995,East Asia_First Class,Apparel_First Class
5.0,8.6,3.6,1,Standard Class,3,459.06,Industrial Parts,Europe,31.5,15.2,9.1,0.1,1377.18,0.5882352941176471,148.08387096774194,7.228519067135908,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,26.775,45.275,0.39380000000000004,8.4,90.01176470588236,286.65,478.79999999999995,0.91,157.5,1039.68,28.350000000000012,3.2100000000000004,28.665,Europe_Standard Class,Industrial Parts_Standard Class
1.0,4.5,3.5,1,Same Day,9,115.28,Industrial Parts,Latin America,42.3,53.4,3.9,0.89,1037.52,8.181818181818182,12.66813186813187,6.945551901676703,1.0,1,1,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,35.955,44.084999999999994,0.5401900000000001,14.999999999999998,104.8,164.97,2258.8199999999997,3.471,42.3,3962.28,80.36999999999999,52.065,146.8233,Latin America_Same Day,Industrial Parts_Same Day
5.0,11.1,6.1,1,Standard Class,5,363.48,Apparel,Europe,74.5,81.6,8.5,0.26,1817.4,0.9803921568627452,71.27058823529413,7.505712272538333,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,63.324999999999996,79.425,0.6650999999999999,19.866666666666667,71.27058823529413,633.25,6079.2,2.21,372.5,5581.4400000000005,67.05000000000003,8.346,164.645,Europe_Standard Class,Apparel_Standard Class
5.0,10.6,5.6,1,Standard Class,3,299.55,Industrial Parts,Latin America,87.3,36.4,7.0,0.57,898.6500000000001,0.5882352941176471,96.62903225806451,6.802005798798528,25.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,74.205,69.38499999999999,0.66674,30.957446808510635,58.735294117647065,611.1,3177.72,3.9899999999999998,436.5,2700.88,165.86999999999998,33.345,348.327,Latin America_Standard Class,Industrial Parts_Standard Class
5.0,9.8,4.8,1,Standard Class,9,127.21,Electronics,Europe,32.4,43.4,7.8,0.32,1144.8899999999999,1.7647058823529413,13.97912087912088,7.043936906629336,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,27.54,48.83,0.45572,8.639999999999999,24.943137254901963,252.71999999999997,1406.1599999999999,2.496,162.0,2968.56,29.16000000000001,10.272,80.87039999999999,Europe_Standard Class,Electronics_Standard Class
2.0,6.2,4.2,1,First Class,1,413.59,Apparel,East Asia,11.9,47.3,7.6,0.64,413.59,0.47619047619047616,375.99090909090904,6.027290080077415,4.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,10.115,39.98,0.463445,3.287292817679558,196.947619047619,90.44,562.87,4.864,23.8,4162.4,11.9,26.368000000000002,57.8816,East Asia_First Class,Apparel_First Class
3.0,6.7,3.7,1,Second Class,9,240.51,Apparel,South Asia,25.6,1.8,3.0,0.68,2164.59,2.903225806451613,26.42967032967033,7.680448120631506,9.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,21.76,20.97,0.34863,7.804878048780488,77.58387096774193,76.80000000000001,46.080000000000005,2.04,76.80000000000001,148.5,38.400000000000006,30.6,52.22400000000001,South Asia_Second Class,Apparel_Second Class
2.0,3.6,1.6,0,First Class,5,353.16,Industrial Parts,East Asia,8.4,17.7,2.4,0.12,1765.8000000000002,2.380952380952381,69.24705882352941,7.476925279722371,4.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,7.14,15.405,0.228495,2.320441988950276,168.17142857142858,20.16,148.68,0.288,16.8,1557.6,8.4,4.944,2.4192,East Asia_First Class,Industrial Parts_First Class
3.0,7.8,4.8,1,Second Class,6,157.7,Chemicals,Europe,63.0,50.1,9.8,0.1,946.1999999999999,1.9354838709677418,25.852459016393443,6.853510264129741,9.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,53.55,70.275,0.571425,16.8,50.87096774193548,617.4000000000001,3156.3,0.9800000000000001,189.0,3426.8400000000006,56.700000000000024,3.2100000000000004,61.74000000000001,Europe_Second Class,Chemicals_Second Class
3.0,11.0,8.0,1,Second Class,2,409.73,Industrial Parts,North America,74.1,27.9,7.4,0.94,819.46,0.6451612903225806,195.1095238095238,6.709865158580058,9.0,0,1,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,62.98499999999999,62.52,0.6318050000000001,18.57142857142857,132.1709677419355,548.34,2067.39,6.9559999999999995,222.29999999999998,1450.8,44.45999999999997,23.029999999999998,515.4396,North America_Second Class,Industrial Parts_Second Class
2.0,5.6,3.6,1,First Class,8,139.5,Chemicals,South Asia,42.9,52.3,3.7,0.74,1116.0,3.8095238095238093,17.22222222222222,7.018401799069201,4.0,0,1,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,36.464999999999996,43.48,0.515695,13.079268292682926,66.42857142857143,158.73,2243.6699999999996,2.738,85.8,4314.75,64.35,33.3,117.46019999999999,South Asia_First Class,Chemicals_First Class
5.0,9.2,4.2,1,Standard Class,3,188.75,Apparel,North America,95.3,10.8,5.5,0.29,566.25,0.5882352941176471,60.887096774193544,6.340800123659951,25.0,0,0,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,81.005,62.085,0.54014,23.88471177944862,37.00980392156863,524.15,1029.24,1.595,476.5,561.6,57.179999999999964,7.1049999999999995,152.00349999999997,North America_Standard Class,Apparel_Standard Class
5.0,10.0,5.0,1,Standard Class,1,201.82,Chemicals,East Asia,72.8,80.3,7.8,0.49,201.82,0.19607843137254904,183.47272727272724,5.31231888618385,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,61.879999999999995,76.23499999999999,0.7032649999999998,20.11049723756906,39.57254901960784,567.8399999999999,5845.839999999999,3.822,364.0,7066.4,72.8,20.188000000000002,278.24159999999995,East Asia_Standard Class,Chemicals_Standard Class
5.0,8.7,3.7,1,Standard Class,7,111.15,Electronics,South Asia,38.0,78.4,0.6,0.91,778.0500000000001,1.3725490196078431,15.65492957746479,6.658075228663364,25.0,0,1,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,32.3,38.5,0.5149,11.585365853658535,21.794117647058826,22.8,2979.2000000000003,0.546,190.0,6468.000000000001,57.0,40.95,20.748,South Asia_Standard Class,Electronics_Standard Class
1.0,3.3,2.3,1,Same Day,3,438.44,Automotive,Europe,10.2,67.0,1.0,0.54,1315.32,2.727272727272727,141.43225806451613,7.18259524342062,1.0,1,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,8.67,24.34,0.3343600000000001,2.7199999999999998,398.58181818181816,10.2,683.4,0.54,10.2,4582.8,9.180000000000003,17.334000000000003,5.508,Europe_Same Day,Automotive_Same Day
2.0,5.2,3.2,1,First Class,4,65.61,Chemicals,North America,49.4,53.1,0.3,0.43,262.44,1.9047619047619047,16.002439024390245,5.573825638068109,4.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,41.989999999999995,36.405,0.390095,12.38095238095238,31.24285714285714,14.819999999999999,2623.14,0.129,98.8,2761.2000000000003,29.639999999999983,10.535,6.372599999999999,North America_First Class,Chemicals_First Class
5.0,7.1,2.1,1,Standard Class,5,285.93,Automotive,Europe,50.4,39.0,1.6,0.08,1429.65,0.9803921568627452,56.064705882352946,7.265884165434008,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,42.839999999999996,37.230000000000004,0.35982,13.44,56.064705882352946,80.64,1965.6,0.128,252.0,2667.6000000000004,45.360000000000014,2.568,6.4512,Europe_Standard Class,Automotive_Standard Class
3.0,7.6,4.6,1,Second Class,1,408.93,Electronics,Latin America,55.1,68.3,1.2,0.58,408.93,0.3225806451612903,371.75454545454545,6.015986413414719,9.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,46.835,45.470000000000006,0.5134050000000001,19.53900709219858,131.91290322580645,66.12,3763.33,0.696,165.3,5067.86,104.69,33.93,38.3496,Latin America_Second Class,Electronics_Second Class
2.0,7.3,5.3,1,First Class,9,294.64,Automotive,South Asia,68.2,78.2,4.6,0.84,2651.7599999999998,4.285714285714286,32.37802197802198,7.883355886419575,4.0,0,1,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,57.97,64.04,0.6757099999999999,20.79268292682927,140.3047619047619,313.71999999999997,5333.240000000001,3.8639999999999994,136.4,6451.5,102.30000000000001,37.8,263.52479999999997,South Asia_First Class,Automotive_First Class
5.0,9.4,4.4,1,Standard Class,7,170.18,Electronics,North America,26.4,80.9,2.9,0.54,1191.26,1.3725490196078431,23.969014084507045,7.08360594464578,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,22.439999999999998,40.80500000000001,0.426145,6.616541353383458,33.3686274509804,76.55999999999999,2135.76,1.566,132.0,4206.8,15.83999999999999,13.23,41.3424,North America_Standard Class,Electronics_Standard Class
5.0,8.2,3.2,1,Standard Class,2,392.86,Automotive,East Asia,0.2,34.8,0.5,0.75,785.72,0.3921568627450981,187.07619047619048,6.66787240366363,25.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,0.17,10.29,0.29166000000000003,0.05524861878453039,77.03137254901962,0.1,6.96,0.375,1.0,3062.3999999999996,0.2,30.900000000000002,0.07500000000000001,East Asia_Standard Class,Automotive_Standard Class
2.0,6.8,4.8,1,First Class,1,254.6,Automotive,East Asia,81.3,19.4,4.5,0.85,254.6,0.47619047619047616,231.45454545454544,5.5436137225033795,4.0,0,1,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,69.10499999999999,54.935,0.6193399999999999,22.4585635359116,121.23809523809523,365.84999999999997,1577.2199999999998,3.8249999999999997,162.6,1707.1999999999998,81.3,35.02,310.97249999999997,East Asia_First Class,Automotive_First Class
5.0,7.6,2.6,1,Standard Class,2,89.88,Industrial Parts,East Asia,82.4,34.2,5.8,0.42,179.76,0.3921568627450981,42.8,5.197170184543078,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,70.04,63.03000000000001,0.60777,22.76243093922652,17.623529411764707,477.92,2818.0800000000004,2.436,412.0,3009.6000000000004,82.4,17.304000000000002,200.7264,East Asia_Standard Class,Industrial Parts_Standard Class
3.0,7.5,4.5,1,Second Class,3,165.26,Chemicals,East Asia,91.2,0.8,3.7,0.42,495.78,0.9677419354838709,53.309677419354834,6.208147272159954,9.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,77.52,52.34,0.54056,25.193370165745858,53.309677419354834,337.44000000000005,72.96000000000001,1.554,273.6,70.4,91.2,17.304000000000002,141.72480000000002,East Asia_Second Class,Chemicals_Second Class
5.0,10.8,5.8,1,Standard Class,3,300.05,Automotive,North America,96.9,42.3,2.6,0.88,900.1500000000001,0.5882352941176471,96.79032258064517,6.803671725438814,25.0,0,1,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,82.36500000000001,61.980000000000004,0.6368450000000001,24.285714285714285,58.83333333333334,251.94000000000003,4098.87,2.2880000000000003,484.5,2199.6,58.13999999999997,21.56,221.70720000000003,North America_Standard Class,Automotive_Standard Class
2.0,3.6,1.6,0,First Class,8,332.8,Apparel,Latin America,15.9,27.3,3.9,0.36,2662.4,3.8095238095238093,41.086419753086425,7.887358781068045,4.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,13.515,25.68,0.327895,5.638297872340425,158.47619047619048,62.01,434.07,1.404,31.8,2025.66,30.21,21.06,22.3236,Latin America_First Class,Apparel_First Class
1.0,4.2,3.2,1,Same Day,5,278.58,Industrial Parts,East Asia,35.4,79.0,5.2,0.65,1392.8999999999999,4.545454545454545,54.62352941176471,7.23986085273584,1.0,1,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,30.089999999999996,51.28,0.55477,9.779005524861878,253.25454545454542,184.08,2796.6,3.3800000000000003,35.4,6952.0,35.4,26.78,119.65200000000002,East Asia_Same Day,Industrial Parts_Same Day
2.0,6.9,4.9,1,First Class,9,143.28,Chemicals,East Asia,85.1,67.5,4.4,0.61,1289.52,4.285714285714286,15.745054945054946,7.1628005169076205,4.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,72.335,68.37,0.6782549999999999,23.508287292817677,68.22857142857143,374.44,5744.25,2.684,170.2,5940.0,85.1,25.132,228.4084,East Asia_First Class,Chemicals_First Class
5.0,8.2,3.2,1,Standard Class,3,300.94,Industrial Parts,East Asia,93.4,2.6,0.9,0.49,902.8199999999999,0.5882352941176471,97.07741935483871,6.8066302255218964,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,79.39,45.38,0.5110700000000001,25.80110497237569,59.00784313725491,84.06,242.84000000000003,0.441,467.0,228.8,93.4,20.188000000000002,41.1894,East Asia_Standard Class,Industrial Parts_Standard Class
2.0,4.5,2.5,1,First Class,6,172.9,Chemicals,Latin America,1.5,14.4,4.6,0.63,1037.4,2.857142857142857,28.34426229508197,6.945436345949826,4.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,1.275,18.075,0.3109,0.5319148936170213,82.33333333333333,6.8999999999999995,21.6,2.8979999999999997,3.0,1068.48,2.8499999999999996,36.855,4.3469999999999995,Latin America_First Class,Chemicals_First Class
2.0,6.6,4.6,1,First Class,4,120.21,Electronics,South Asia,38.8,54.2,7.2,0.68,480.84,1.9047619047619047,29.319512195121952,6.177612108735466,4.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,32.98,52.61,0.55949,11.829268292682926,57.24285714285714,279.36,2102.96,4.896000000000001,77.6,4471.5,58.199999999999996,30.6,189.96480000000003,South Asia_First Class,Electronics_First Class
5.0,9.6,4.6,1,Standard Class,8,473.31,Automotive,East Asia,11.3,61.8,8.2,0.88,3786.48,1.5686274509803924,58.43333333333334,8.23945616927563,25.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,9.605,45.135,0.53364,3.1215469613259668,92.80588235294118,92.66,698.34,7.215999999999999,56.5,5438.4,11.3,36.256,81.5408,East Asia_Standard Class,Automotive_Standard Class
2.0,4.8,2.8,1,First Class,1,164.29,Apparel,East Asia,78.8,76.9,4.4,0.77,164.29,0.47619047619047616,149.35454545454544,5.107701506929262,4.0,0,1,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,66.97999999999999,67.885,0.697915,21.76795580110497,78.23333333333332,346.72,6059.72,3.3880000000000003,157.6,6767.200000000001,78.8,31.724000000000004,266.9744,East Asia_First Class,Apparel_First Class
5.0,12.3,7.3,1,Standard Class,4,174.45,Industrial Parts,East Asia,74.7,96.8,9.9,0.37,697.8,0.7843137254901962,42.548780487804876,6.549364578259901,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,63.495,87.515,0.7582099999999999,20.635359116022098,34.205882352941174,739.5300000000001,7230.96,3.6630000000000003,373.5,8518.4,74.7,15.244000000000002,273.6261,East Asia_Standard Class,Industrial Parts_Standard Class
5.0,9.2,4.2,1,Standard Class,7,449.42,Industrial Parts,South Asia,75.4,70.2,8.4,0.44,3145.94,1.3725490196078431,63.29859154929578,8.054185831105722,25.0,0,0,1,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,64.09,76.68,0.69387,22.98780487804878,88.12156862745098,633.3600000000001,5293.080000000001,3.696,377.0,5791.5,113.10000000000001,19.8,278.67840000000007,South Asia_Standard Class,Industrial Parts_Standard Class
5.0,8.4,3.4,1,Standard Class,9,79.92,Industrial Parts,East Asia,39.0,54.5,2.2,0.86,719.28,1.7647058823529413,8.782417582417583,6.5796400253013045,25.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,33.15,37.775,0.501275,10.773480662983426,15.670588235294119,85.80000000000001,2125.5,1.8920000000000001,195.0,4796.0,39.0,35.432,73.78800000000001,East Asia_Standard Class,Industrial Parts_Standard Class
5.0,6.7,1.7,0,Standard Class,1,296.45,Industrial Parts,South Asia,40.6,41.4,4.6,0.29,296.45,0.19607843137254904,269.49999999999994,5.695246143633915,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,34.51,42.419999999999995,0.43773,12.378048780487804,58.12745098039216,186.76,1680.84,1.3339999999999999,203.0,3415.5,60.900000000000006,13.049999999999999,54.160399999999996,South Asia_Standard Class,Industrial Parts_Standard Class
5.0,10.8,5.8,1,Standard Class,8,394.02,Automotive,South Asia,26.2,73.8,3.0,0.34,3152.16,1.5686274509803924,48.644444444444446,8.056160403579476,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,22.27,39.239999999999995,0.42561,7.98780487804878,77.25882352941177,78.6,1933.56,1.02,131.0,6088.5,39.3,15.3,26.724,South Asia_Standard Class,Automotive_Standard Class
3.0,8.1,5.1,1,Second Class,2,144.1,Chemicals,Europe,36.1,93.5,5.5,0.67,288.2,0.6451612903225806,68.61904761904762,5.66711849028461,9.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,30.685,56.120000000000005,0.566705,9.626666666666667,46.48387096774193,198.55,3375.35,3.685,108.30000000000001,6395.400000000001,32.490000000000016,21.507,133.0285,Europe_Second Class,Chemicals_Second Class
5.0,8.5,3.5,1,Standard Class,4,423.6,Automotive,Europe,98.3,42.3,2.2,0.15,1694.4,0.7843137254901962,103.31707317073172,7.435673980174305,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,83.55499999999999,61.410000000000004,0.544965,26.21333333333333,83.05882352941177,216.26000000000002,4158.089999999999,0.33,491.5,2893.32,88.47000000000003,4.815,32.439,Europe_Standard Class,Automotive_Standard Class
3.0,4.1,1.1,0,Second Class,4,387.13,Electronics,East Asia,4.7,58.5,0.4,0.76,1548.52,1.2903225806451613,94.42195121951221,7.3457004845339835,9.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,3.995,17.94,0.347685,1.298342541436464,124.88064516129032,1.8800000000000001,274.95,0.30400000000000005,14.100000000000001,5148.0,4.7,31.312,1.4288,East Asia_Second Class,Electronics_Second Class
5.0,10.3,5.3,1,Standard Class,8,248.19,Automotive,North America,32.4,20.7,9.0,0.9,1985.52,1.5686274509803924,30.640740740740743,7.594139643162693,25.0,0,1,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,27.54,46.754999999999995,0.504395,8.120300751879698,48.66470588235294,291.59999999999997,670.68,8.1,162.0,1076.3999999999999,19.439999999999987,22.05,262.44,North America_Standard Class,Automotive_Standard Class
5.0,10.3,5.3,1,Standard Class,2,68.17,Automotive,Europe,79.0,85.7,5.2,0.63,136.34,0.3921568627450981,32.46190476190476,4.9224596031925305,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,67.14999999999999,72.57500000000002,0.6832250000000001,21.066666666666666,13.366666666666667,410.8,6770.3,3.2760000000000002,395.0,5861.880000000001,71.10000000000002,20.223000000000003,258.80400000000003,Europe_Standard Class,Automotive_Standard Class
5.0,9.2,4.2,1,Standard Class,7,485.35,Electronics,Europe,38.2,71.4,9.1,0.12,3397.4500000000003,1.3725490196078431,68.35915492957747,8.131074724305359,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,32.47,62.34,0.51726,10.186666666666667,95.16666666666667,347.62,2727.4800000000005,1.0919999999999999,191.0,4883.760000000001,34.38000000000002,3.852,41.7144,Europe_Standard Class,Electronics_Standard Class
3.0,7.9,4.9,1,Second Class,3,315.87,Automotive,North America,95.0,35.5,1.2,0.26,947.61,0.9677419354838709,101.89354838709677,6.854997755239065,9.0,0,0,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,80.75,55.225,0.500475,23.809523809523807,101.89354838709677,114.0,3372.5,0.312,285.0,1846.0,56.999999999999964,6.37,29.64,North America_Second Class,Automotive_Second Class
5.0,5.9,0.9,0,Standard Class,9,263.38,Chemicals,Latin America,33.2,87.4,1.5,0.14,2370.42,1.7647058823529413,28.942857142857143,7.771244210824958,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,28.220000000000002,41.290000000000006,0.41396,11.77304964539007,51.643137254901966,49.800000000000004,2901.6800000000003,0.21000000000000002,166.0,6485.080000000001,63.080000000000005,8.190000000000001,6.972000000000001,Latin America_Standard Class,Chemicals_Standard Class
3.0,8.6,5.6,1,Second Class,5,443.87,Apparel,East Asia,85.0,97.1,2.3,0.33,2219.35,1.6129032258064515,87.03333333333335,7.705420120097321,9.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,72.25,69.425,0.6499249999999999,23.480662983425415,143.18387096774194,195.49999999999997,8253.5,0.759,255.0,8544.8,85.0,13.596000000000002,64.515,East Asia_Second Class,Apparel_Second Class
2.0,5.8,3.8,1,First Class,8,216.46,Electronics,Latin America,81.5,28.9,4.6,0.9,1731.68,3.8095238095238093,26.72345679012346,7.457424621771128,4.0,0,1,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,69.27499999999999,57.7,0.640775,28.900709219858154,103.07619047619048,374.9,2355.35,4.14,163.0,2144.38,154.85,52.65,337.40999999999997,Latin America_First Class,Electronics_First Class
3.0,6.7,3.7,1,Second Class,5,286.18,Industrial Parts,Latin America,0.9,18.7,8.8,0.37,1430.9,1.6129032258064515,56.11372549019608,7.266757512679961,9.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,0.765,31.480000000000004,0.353045,0.3191489361702127,92.31612903225806,7.920000000000001,16.83,3.2560000000000002,2.7,1387.54,1.71,21.645,2.9304,Latin America_Second Class,Industrial Parts_Second Class
5.0,9.5,4.5,1,Standard Class,1,430.62,Chemicals,South Asia,40.3,83.2,6.5,0.22,430.62,0.19607843137254904,391.47272727272724,6.0675455715133175,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,34.254999999999995,58.435,0.53359,12.286585365853657,84.43529411764706,261.95,3352.96,1.43,201.5,6864.0,60.449999999999996,9.9,57.629,South Asia_Standard Class,Chemicals_Standard Class
5.0,5.2,0.2,0,Standard Class,9,202.56,Apparel,South Asia,28.1,58.2,0.6,0.65,1823.04,1.7647058823529413,22.259340659340662,7.508809100218383,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,23.885,28.995,0.4078800000000001,8.567073170731707,39.71764705882353,16.86,1635.42,0.39,140.5,4801.5,42.150000000000006,29.25,10.959,South Asia_Standard Class,Apparel_Standard Class
2.0,7.1,5.1,1,First Class,7,388.47,Chemicals,East Asia,48.0,88.4,4.1,0.86,2719.29,3.333333333333333,54.71408450704226,7.908493771253845,4.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,40.8,56.0,0.6244999999999999,13.259668508287293,184.9857142857143,196.79999999999998,4243.200000000001,3.526,96.0,7779.200000000001,48.0,35.432,169.248,East Asia_First Class,Chemicals_First Class
5.0,7.2,2.2,1,Standard Class,4,135.51,Chemicals,North America,46.3,34.8,7.2,0.08,542.04,0.7843137254901962,33.051219512195125,6.297182982045862,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,39.355,51.135000000000005,0.41954,11.604010025062655,26.570588235294117,333.36,1611.2399999999998,0.5760000000000001,231.5,1809.6,27.779999999999983,1.96,26.6688,North America_Standard Class,Chemicals_Standard Class
2.0,8.4,6.4,1,First Class,7,354.16,Industrial Parts,South Asia,90.6,58.1,3.2,0.65,2479.1200000000003,3.333333333333333,49.88169014084507,7.816062225085185,4.0,0,0,1,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,77.00999999999999,64.895,0.660755,27.62195121951219,168.64761904761906,289.92,5263.86,2.08,181.2,4793.25,135.89999999999998,29.25,188.448,South Asia_First Class,Industrial Parts_First Class
