distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,risk_score,disruption_risk_level
1065.2,23.8,3,Road,31.8,76.7,9.4,0.38,43.3,1
282.3,78.9,11,Sea,32.7,29.6,5.9,0.88,65.5,1
1759.8,53.3,39,Road,10.1,15.7,4.6,0.85,51.0,1
745.3,51.6,16,Road,32.2,0.3,3.4,0.91,49.2,1
563.4,25.1,31,Multimodal,52.5,5.7,0.4,0.18,25.8,0
2683.6,57.1,14,Multimodal,43.0,78.8,0.1,0.83,65.4,1
650.2,69.7,36,Road,57.0,51.0,3.5,0.27,51.9,1
78.8,73.0,33,Rail,36.6,17.3,3.6,0.43,41.5,1
20.2,45.5,16,Rail,87.7,92.5,5.6,0.13,42.9,1
3479.2,33.0,34,Road,41.5,58.8,0.0,0.66,57.9,1
1499.3,11.7,11,Road,38.4,31.1,3.3,0.55,41.2,1
2595.4,56.0,36,Road,26.1,74.0,2.0,0.62,61.6,1
3120.3,36.8,38,Air,10.4,78.1,5.1,0.34,46.2,1
4307.8,27.4,27,Air,35.3,60.8,0.4,0.92,62.1,1
1985.2,73.2,33,Road,85.9,66.7,0.1,0.88,78.8,2
1245.9,79.5,17,Road,25.3,44.4,5.2,0.67,59.1,1
3736.7,77.9,32,Road,5.5,55.5,2.7,0.2,57.3,1
4349.9,24.9,16,Multimodal,43.7,20.9,9.8,0.8,70.5,2
1898.4,24.9,31,Rail,51.1,89.5,0.4,0.88,55.6,1
3623.2,38.9,34,Road,0.8,73.0,6.7,0.7,56.7,1
3631.5,49.6,12,Rail,18.4,83.4,9.3,0.71,62.6,1
2918.3,75.6,14,Sea,89.7,73.7,6.8,0.07,80.0,2
62.0,31.5,25,Road,31.8,28.2,6.9,0.61,37.1,0
3821.6,45.6,24,Sea,23.0,97.9,4.7,0.4,67.7,1
3700.3,50.3,29,Road,32.7,5.3,0.0,0.31,49.0,1
3219.8,21.2,28,Rail,26.1,50.1,2.0,0.73,51.0,1
110.8,82.6,25,Sea,30.7,67.7,1.6,0.27,53.4,1
1698.3,57.2,32,Rail,55.7,17.1,0.7,0.52,47.0,1
2977.7,33.4,1,Rail,47.1,69.9,9.4,0.81,63.9,1
3568.1,38.1,1,Sea,45.9,54.9,3.4,0.75,70.4,2
3359.2,14.3,14,Road,2.6,85.0,7.7,0.15,39.4,0
213.7,81.1,9,Sea,54.5,83.5,8.0,0.84,75.9,2
3786.3,21.8,3,Rail,48.3,51.3,7.6,0.72,60.6,1
3532.8,7.6,12,Road,72.8,83.9,8.1,0.89,70.8,2
2090.1,81.2,1,Road,72.8,92.5,4.7,0.17,65.9,1
3531.2,55.2,14,Road,89.1,23.9,3.1,0.4,66.5,1
4052.6,31.8,39,Rail,24.6,76.4,0.9,0.4,48.0,1
2697.8,45.5,12,Air,30.5,80.8,8.5,0.68,60.5,1
2370.3,32.0,26,Air,24.3,34.0,3.5,0.13,32.2,0
949.8,63.8,3,Multimodal,54.2,12.1,0.8,0.26,42.8,1
3378.7,64.9,6,Road,74.5,63.2,9.7,0.85,79.5,2
2938.0,88.1,1,Road,44.6,37.1,2.3,0.16,58.5,1
133.5,67.5,28,Multimodal,91.6,7.1,3.8,0.38,52.4,1
1082.9,37.2,19,Sea,21.4,61.0,0.5,0.65,47.9,1
4040.5,87.9,29,Road,24.8,12.4,7.8,0.4,68.2,1
2559.9,21.2,17,Road,25.4,54.5,7.8,0.16,41.3,1
149.0,6.7,8,Road,42.1,80.8,6.7,0.06,29.0,0
3952.8,21.9,34,Road,42.5,63.7,1.1,0.58,57.6,1
482.3,44.3,38,Road,92.9,95.0,1.3,0.83,66.7,1
2661.0,22.7,35,Sea,2.8,68.8,3.3,0.41,46.6,1
505.3,88.7,2,Multimodal,22.6,28.3,9.0,0.38,58.2,1
2566.8,3.2,21,Multimodal,33.9,27.7,4.8,0.42,37.4,0
4117.4,31.1,33,Sea,28.3,64.8,5.5,0.87,74.2,2
4170.6,68.2,38,Road,64.3,70.7,1.8,0.29,72.3,2
552.0,53.4,36,Road,35.9,33.6,7.1,0.44,46.7,1
2318.9,55.8,31,Rail,73.5,55.8,6.5,0.36,53.8,1
2423.2,69.0,1,Road,71.4,66.7,4.9,0.11,57.8,1
1620.2,55.2,11,Sea,64.1,1.9,2.1,0.29,52.0,1
4269.2,26.5,25,Sea,85.9,62.3,9.0,0.06,74.0,2
2656.6,18.3,8,Sea,60.4,23.1,1.9,0.87,60.3,1
1980.8,39.7,38,Road,99.0,6.8,9.5,0.72,64.9,1
1120.4,52.5,32,Road,9.6,88.9,2.3,0.79,52.4,1
2564.5,43.7,29,Road,81.1,98.6,9.5,0.31,64.8,1
1433.4,70.6,5,Rail,28.0,29.6,8.9,0.12,41.2,1
4436.3,41.0,1,Rail,64.1,13.6,5.9,0.27,54.7,1
1291.3,74.9,5,Sea,93.2,84.1,7.6,0.35,80.5,2
2379.9,69.2,6,Rail,49.4,4.2,3.0,0.85,63.5,1
1658.6,29.3,39,Rail,38.8,29.3,8.8,0.09,31.5,0
2882.3,31.8,15,Air,91.0,99.4,6.8,0.71,68.8,1
4428.3,89.4,37,Sea,72.0,46.0,2.7,0.8,91.8,2
3350.4,15.7,11,Road,17.4,6.6,4.4,0.16,34.3,0
2519.0,4.2,21,Sea,92.8,44.5,7.5,0.57,63.6,1
4267.5,13.3,9,Rail,72.7,84.2,9.5,0.25,59.1,1
1200.5,41.5,11,Air,59.0,83.2,0.7,0.12,41.9,1
4286.7,88.7,16,Road,7.2,81.3,1.8,0.08,61.9,1
930.6,84.4,13,Rail,64.5,55.6,0.8,0.84,70.7,2
2381.5,53.0,19,Road,77.4,47.2,6.7,0.49,64.4,1
1378.8,56.6,39,Multimodal,53.3,94.8,3.3,0.43,55.2,1
3373.8,84.4,15,Road,80.6,97.0,1.4,0.22,76.8,2
561.1,4.6,27,Road,8.5,56.5,7.4,0.79,36.8,0
1258.6,42.7,27,Road,16.4,48.1,9.2,0.37,40.3,1
4092.1,68.2,7,Road,10.8,26.3,1.7,0.22,50.3,1
328.9,35.4,28,Multimodal,53.6,1.6,1.6,0.84,42.6,1
243.9,8.0,33,Road,88.1,40.6,1.9,0.19,35.4,0
1241.1,70.5,28,Road,21.6,21.7,3.3,0.34,44.8,1
3046.9,8.4,5,Rail,94.1,53.1,5.7,0.75,58.6,1
3337.6,78.9,31,Rail,11.6,18.3,3.0,0.78,59.4,1
248.5,68.1,24,Road,58.6,1.4,2.1,0.76,56.0,1
1729.7,52.6,3,Sea,20.2,6.2,0.6,0.59,49.7,1
3825.6,65.9,11,Rail,75.9,3.9,1.8,0.32,62.1,1
3430.6,45.8,15,Road,26.1,96.8,0.7,0.71,63.5,1
4351.3,47.8,6,Road,98.6,5.7,2.3,0.73,77.0,2
994.4,62.4,18,Air,90.3,87.0,1.0,0.8,69.8,1
4113.1,3.6,4,Rail,19.8,31.2,1.7,0.92,50.5,1
810.4,49.1,19,Road,97.8,22.2,1.5,0.12,47.7,1
2840.8,14.7,10,Sea,7.9,14.9,5.5,0.27,40.5,1
2958.5,16.4,35,Road,84.1,43.5,5.4,0.91,66.5,1
3959.6,80.7,11,Road,22.2,53.0,4.9,0.1,56.6,1
1370.0,44.6,4,Rail,37.0,19.7,8.8,0.56,45.8,1
123.5,62.6,9,Rail,62.5,72.0,8.2,0.69,59.1,1
3288.8,6.4,11,Sea,94.1,42.1,9.2,0.48,69.8,1
2860.3,65.3,28,Road,25.6,99.9,5.0,0.72,68.1,1
997.3,53.8,37,Road,69.6,85.9,8.3,0.12,53.9,1
1435.3,36.1,25,Road,48.4,15.0,6.8,0.8,52.1,1
2184.6,9.8,4,Road,77.1,21.7,6.4,0.68,51.6,1
655.8,21.5,29,Road,98.9,62.4,7.1,0.7,57.7,1
661.1,23.8,19,Road,94.7,71.1,5.6,0.07,45.7,1
1140.8,9.9,23,Air,35.7,71.8,7.9,0.74,43.7,1
2149.1,47.7,33,Rail,36.3,85.2,5.4,0.74,59.4,1
4170.1,37.4,36,Sea,10.1,32.8,1.3,0.79,61.6,1
2072.6,87.7,10,Road,85.4,21.8,2.8,0.31,64.3,1
3372.1,63.4,27,Road,24.6,31.1,9.4,0.15,54.4,1
1059.3,23.8,27,Multimodal,44.5,13.7,6.7,0.09,33.7,0
527.1,15.6,22,Multimodal,64.5,48.6,0.6,0.38,35.3,0
3941.9,63.9,21,Road,93.0,42.4,5.9,0.62,80.4,2
1307.1,23.8,21,Sea,4.7,58.6,4.9,0.05,33.0,0
1541.4,49.5,18,Rail,53.6,70.8,1.6,0.32,49.0,1
733.6,78.5,9,Road,77.1,90.9,9.2,0.24,61.4,1
1052.4,53.7,16,Road,95.9,32.6,3.5,0.41,56.8,1
1203.2,65.2,11,Sea,27.4,25.2,6.4,0.92,67.6,1
2968.8,18.7,25,Rail,27.1,77.2,1.9,0.23,37.5,0
1086.5,62.6,23,Rail,87.1,30.0,9.3,0.45,56.3,1
686.1,12.1,33,Air,82.2,57.5,7.2,0.5,45.7,1
14.0,55.9,10,Multimodal,2.9,84.0,6.2,0.06,34.6,0
774.8,33.0,9,Road,89.0,48.7,4.0,0.78,60.2,1
715.9,25.7,23,Road,20.5,70.7,3.9,0.27,35.0,0
2003.3,31.0,8,Road,42.4,73.1,1.2,0.5,49.9,1
1265.2,22.1,15,Road,27.3,81.8,7.1,0.94,54.0,1
1055.4,34.0,13,Road,84.0,32.8,2.7,0.8,57.3,1
1274.9,12.3,37,Road,95.6,23.8,2.4,0.22,40.9,1
3708.5,49.4,21,Road,64.9,50.2,2.0,0.71,71.3,2
2000.2,11.1,12,Air,4.3,90.9,0.0,0.4,32.1,0
3214.5,38.7,18,Road,64.3,0.2,7.2,0.95,69.2,1
629.3,51.1,35,Road,76.3,2.2,1.2,0.09,41.4,1
3964.0,88.9,7,Road,79.8,70.8,6.2,0.82,90.1,2
4460.6,5.5,3,Road,21.4,39.1,7.6,0.13,40.8,1
4171.7,47.4,27,Road,89.7,72.3,2.7,0.41,72.1,2
3402.6,84.5,25,Multimodal,23.6,83.4,1.1,0.14,56.8,1
3509.4,11.3,34,Sea,78.1,31.4,1.2,0.84,65.2,1
4353.9,24.6,9,Road,85.6,66.8,7.6,0.46,67.9,1
2498.6,62.7,39,Air,79.8,55.6,8.7,0.94,74.5,2
2206.2,66.3,30,Road,68.5,72.3,6.5,0.53,68.0,1
1539.5,35.1,6,Sea,83.1,3.7,1.9,0.69,60.6,1
422.1,25.0,10,Road,83.4,72.2,0.3,0.69,54.1,1
860.2,9.9,20,Rail,41.0,48.2,7.6,0.17,27.6,0
1415.0,29.7,8,Rail,26.3,80.3,1.5,0.78,44.6,1
4382.4,28.3,38,Road,66.3,2.2,2.4,0.37,53.6,1
3425.3,89.3,24,Road,73.9,86.9,9.4,0.6,83.0,2
2871.6,84.5,11,Rail,88.6,28.2,0.3,0.17,62.3,1
1862.6,35.8,22,Air,69.1,28.7,4.7,0.87,58.5,1
3977.2,13.6,34,Rail,69.9,31.6,3.9,0.91,62.2,1
1850.1,28.8,24,Sea,6.7,90.5,1.0,0.17,39.8,0
1371.7,62.2,7,Rail,56.2,90.0,8.2,0.22,51.9,1
2888.0,1.6,29,Road,4.8,12.3,6.0,0.58,36.4,0
4232.3,89.1,20,Road,12.9,66.6,5.6,0.84,77.8,2
3546.1,61.5,34,Rail,88.0,25.8,9.6,0.43,67.1,1
2387.5,43.1,11,Air,23.2,27.1,1.4,0.93,52.7,1
3074.8,7.1,15,Air,94.1,63.4,3.3,0.74,58.9,1
14.6,40.4,33,Road,63.5,1.5,4.6,0.27,35.8,0
3125.7,7.8,12,Road,77.2,55.0,6.1,0.8,63.2,1
3500.3,76.5,39,Rail,99.7,85.6,7.4,0.58,82.5,2
1155.6,30.3,22,Sea,59.2,21.0,2.6,0.94,55.6,1
3856.2,59.9,38,Rail,87.2,41.6,0.5,0.07,56.7,1
912.9,24.5,29,Sea,5.3,20.9,0.6,0.76,41.0,1
4143.4,9.1,22,Sea,45.5,93.9,6.3,0.37,63.5,1
273.9,19.3,25,Rail,49.1,47.6,4.0,0.14,25.1,0
4498.7,35.1,13,Road,41.7,97.1,1.7,0.89,73.2,2
615.0,55.0,9,Road,9.4,89.1,6.4,0.9,56.2,1
489.1,19.8,5,Rail,50.3,20.0,6.5,0.26,28.2,0
1560.2,8.7,39,Air,21.3,2.7,7.6,0.82,35.1,0
2709.6,67.7,22,Road,76.7,4.0,4.1,0.1,57.5,1
1030.3,75.6,3,Road,1.8,1.0,2.1,0.12,31.7,0
1908.3,63.5,19,Air,45.5,51.6,4.5,0.17,45.8,1
2336.5,69.8,21,Road,59.5,98.3,0.5,0.68,72.5,2
2829.4,67.0,20,Road,60.3,90.5,3.7,0.7,74.4,2
825.8,57.3,19,Road,49.4,24.6,2.3,0.34,47.5,1
471.5,86.7,34,Road,95.0,44.1,6.2,0.13,62.2,1
1593.7,89.8,17,Rail,45.4,45.1,6.3,0.84,69.4,1
4243.6,7.3,9,Road,97.2,26.5,4.4,0.78,67.4,1
4447.1,66.2,8,Sea,72.2,16.1,1.6,0.9,84.9,2
1657.8,58.7,14,Road,77.7,32.1,8.2,0.6,65.3,1
1132.5,80.9,19,Road,68.0,5.4,4.5,0.71,64.1,1
3940.3,67.8,34,Road,89.6,75.9,4.1,0.78,86.8,2
506.5,22.4,10,Sea,93.1,23.9,2.4,0.45,52.3,1
618.6,11.1,27,Rail,9.5,21.5,1.9,0.84,30.9,0
2079.1,29.2,15,Rail,83.9,64.1,0.9,0.87,63.6,1
3678.9,72.4,35,Rail,68.4,20.6,2.6,0.14,57.3,1
3141.6,46.3,3,Air,53.9,19.2,3.7,0.54,56.1,1
2284.9,62.4,17,Sea,58.9,11.4,0.9,0.93,69.5,1
4234.1,44.2,38,Road,47.8,38.7,7.7,0.28,59.9,1
3215.3,77.9,28,Sea,17.4,52.2,5.9,0.1,62.7,1
3859.7,39.1,30,Air,49.0,41.7,4.2,0.3,53.3,1
1103.6,20.4,39,Road,4.0,79.9,5.4,0.63,38.9,0
3361.3,84.2,8,Road,10.9,29.4,9.4,0.63,66.9,1
1100.8,35.2,9,Sea,19.5,49.8,7.0,0.1,41.3,1
3523.6,36.0,28,Sea,62.7,84.4,6.0,0.57,74.3,2
2269.2,52.4,8,Multimodal,1.0,27.9,7.6,0.4,50.7,1
4396.1,5.6,8,Rail,44.1,16.2,0.2,0.69,50.4,1
126.7,13.9,15,Sea,96.7,10.9,5.3,0.51,49.3,1
2081.9,87.1,29,Air,35.2,5.7,1.9,0.18,47.2,1
4380.6,66.8,3,Road,88.5,28.0,5.8,0.5,78.7,2
4043.4,21.1,14,Sea,46.8,54.2,7.4,0.46,66.9,1
1080.2,28.0,20,Sea,8.1,13.2,4.0,0.1,32.2,0
3171.3,3.0,14,Road,82.1,94.8,2.1,0.35,57.9,1
4066.2,24.1,37,Road,33.3,42.5,0.5,0.73,59.0,1
3757.9,69.9,27,Road,75.8,79.9,1.8,0.65,79.0,2
3583.7,65.3,28,Sea,66.6,68.4,2.6,0.56,76.1,2
3819.5,19.6,29,Road,15.0,90.0,5.9,0.12,46.9,1
3871.8,60.9,13,Road,95.0,46.3,7.3,0.78,84.9,2
1147.0,0.8,9,Road,32.0,24.4,6.8,0.19,26.5,0
3976.4,87.6,18,Road,39.0,9.4,3.3,0.87,77.5,2
4205.5,18.7,10,Road,40.6,77.2,3.6,0.58,60.2,1
729.1,19.0,35,Road,64.2,61.4,8.6,0.27,42.7,1
1523.6,69.6,9,Multimodal,74.5,93.4,3.9,0.9,76.7,2
302.5,38.1,29,Sea,78.9,28.2,6.6,0.83,68.3,1
2973.1,59.2,33,Air,1.0,0.0,3.7,0.74,49.2,1
892.4,33.3,31,Road,55.6,70.6,9.6,0.5,51.4,1
686.4,20.9,2,Road,71.3,27.3,4.9,0.08,38.2,0
2303.3,53.7,25,Road,32.5,8.9,6.0,0.35,49.5,1
3427.5,62.8,7,Sea,56.8,45.7,5.8,0.16,65.6,1
2230.8,52.3,5,Road,51.9,81.2,8.4,0.57,60.7,1
3758.9,5.9,20,Rail,27.8,34.4,1.2,0.81,47.5,1
1033.7,74.7,20,Road,5.4,56.6,9.6,0.79,58.4,1
1931.6,32.4,9,Sea,66.2,5.4,2.3,0.25,49.4,1
4245.9,53.8,25,Sea,22.0,96.3,2.9,0.68,74.1,2
193.5,11.5,27,Air,45.6,20.7,5.8,0.21,25.2,0
1445.7,27.6,24,Rail,44.6,54.4,1.2,0.19,34.6,0
3034.9,38.4,38,Road,92.6,19.2,6.6,0.24,61.4,1
737.5,27.2,7,Road,68.6,59.4,6.2,0.39,47.4,1
4484.6,15.8,33,Rail,21.2,3.0,4.7,0.16,35.9,0
4242.1,34.3,7,Sea,34.4,38.6,6.2,0.44,66.3,1
1982.4,74.4,1,Rail,6.0,57.1,0.5,0.65,51.4,1
1793.3,14.7,36,Air,52.1,74.4,8.5,0.82,53.1,1
2926.2,37.4,20,Rail,72.9,92.8,6.8,0.14,58.7,1
2224.4,41.5,10,Road,16.0,36.4,7.2,0.1,38.3,0
4097.2,63.4,29,Rail,48.9,71.6,1.5,0.83,75.0,2
2155.9,88.2,7,Rail,55.2,52.1,3.5,0.24,57.2,1
1499.1,5.3,37,Road,99.8,49.4,3.9,0.64,55.1,1
2112.5,33.2,12,Rail,53.0,23.2,6.3,0.68,52.8,1
2382.2,16.9,32,Road,40.2,70.2,1.0,0.63,49.9,1
1116.8,7.2,34,Rail,11.0,59.4,7.1,0.44,30.9,0
1282.0,89.9,33,Rail,10.5,77.6,4.0,0.49,53.6,1
2673.3,89.9,1,Road,21.3,90.9,2.0,0.84,76.8,2
1663.6,41.5,1,Air,68.9,58.7,4.6,0.67,59.3,1
224.4,25.4,21,Road,8.9,31.9,0.1,0.41,30.5,0
2152.6,48.7,30,Rail,36.1,89.5,0.7,0.65,56.4,1
3803.1,89.8,25,Road,49.3,69.6,5.5,0.25,70.0,2
1866.8,35.4,37,Sea,44.9,48.1,1.7,0.48,51.2,1
2461.9,62.2,6,Air,61.4,62.5,4.9,0.8,67.7,1
3893.3,62.1,4,Sea,40.9,29.0,3.7,0.52,68.7,1
689.9,74.6,12,Rail,45.2,34.0,7.6,0.12,44.0,1
2473.2,25.3,20,Road,41.3,67.4,9.5,0.9,63.0,1
3802.0,40.8,15,Rail,65.4,82.1,6.6,0.2,58.9,1
201.1,27.9,32,Sea,44.6,81.2,8.9,0.36,50.9,1
1695.5,51.6,8,Road,32.5,3.6,8.8,0.7,55.3,1
2693.1,48.6,17,Road,23.1,22.7,2.2,0.86,59.0,1
601.0,49.9,38,Rail,83.3,24.8,6.6,0.63,56.0,1
1072.8,11.2,8,Air,47.3,31.1,6.2,0.87,41.7,1
1647.0,32.9,34,Road,30.5,54.0,2.4,0.73,48.9,1
1233.6,41.6,19,Rail,70.7,33.7,2.4,0.82,54.7,1
1951.0,66.1,17,Road,20.1,56.8,5.5,0.28,51.8,1
2576.0,18.7,10,Rail,85.7,8.9,5.1,0.63,55.0,1
3914.0,87.0,29,Road,19.4,24.8,9.0,0.43,64.9,1
3716.4,4.4,38,Rail,54.6,95.1,9.3,0.06,46.4,1
4365.4,7.9,7,Road,90.7,73.0,4.5,0.05,53.3,1
3753.2,53.1,33,Sea,94.6,23.3,5.2,0.88,87.3,2
4357.2,12.1,33,Road,65.8,25.6,4.9,0.82,64.7,1
3700.1,13.7,15,Air,15.2,25.6,4.0,0.38,37.8,0
4470.0,59.2,32,Air,57.4,75.0,4.4,0.79,74.3,2
1602.2,89.0,2,Air,55.5,91.4,8.4,0.19,61.4,1
4249.7,39.8,23,Rail,46.9,49.8,7.2,0.32,56.3,1
980.7,45.0,10,Multimodal,45.9,41.5,7.7,0.46,50.6,1
2646.7,53.3,10,Rail,55.3,54.2,5.8,0.22,51.9,1
3770.1,4.6,12,Road,68.3,61.0,5.5,0.17,50.1,1
3500.0,45.2,34,Road,10.0,58.5,4.5,0.2,46.2,1
3457.0,89.1,36,Sea,84.6,87.4,2.6,0.61,89.5,2
1512.0,18.4,11,Road,83.7,99.4,2.7,0.93,66.4,1
3984.3,29.8,32,Road,4.3,5.1,7.9,0.88,55.8,1
1906.2,85.5,14,Sea,9.2,73.5,7.2,0.61,70.9,2
2564.0,73.8,34,Road,6.7,11.6,8.8,0.53,55.8,1
1167.4,43.3,15,Multimodal,16.5,39.5,7.2,0.53,47.0,1
771.1,53.3,37,Air,37.2,70.9,3.0,0.88,54.5,1
3897.4,1.6,11,Rail,14.4,38.6,2.3,0.84,46.1,1
3864.9,0.6,31,Air,53.2,10.2,2.9,0.13,33.6,0
1054.7,69.3,9,Air,86.2,10.0,1.7,0.82,63.4,1
283.5,18.6,15,Rail,17.1,56.9,6.0,0.48,31.7,0
809.5,5.3,22,Air,34.2,37.2,3.7,0.8,38.6,0
2766.4,4.7,21,Road,56.6,98.9,8.3,0.54,53.0,1
1291.4,44.4,18,Multimodal,90.0,94.6,0.7,0.14,53.5,1
1573.3,41.9,22,Rail,87.3,31.9,4.6,0.72,61.0,1
828.9,84.9,26,Rail,25.2,42.5,9.2,0.31,48.4,1
3041.1,30.6,11,Road,28.3,5.7,3.4,0.92,54.1,1
4041.0,71.5,1,Road,48.6,62.3,2.2,0.8,79.9,2
3489.3,22.5,23,Rail,53.4,46.9,5.2,0.16,47.8,1
922.5,61.8,15,Road,50.7,8.2,2.0,0.2,42.8,1
2746.3,40.5,37,Air,60.5,50.1,6.9,0.62,56.4,1
3081.8,38.7,19,Road,19.0,62.6,9.3,0.86,62.1,1
3843.9,64.9,39,Rail,77.6,23.0,6.4,0.81,75.2,2
3830.1,64.5,22,Multimodal,37.2,20.0,0.5,0.61,58.1,1
2913.0,28.8,18,Road,92.0,47.6,3.8,0.73,67.4,1
4071.7,32.2,36,Road,58.1,78.7,1.4,0.85,71.6,2
4156.0,4.3,8,Road,0.8,72.2,5.8,0.49,48.5,1
738.3,58.6,37,Multimodal,10.6,23.8,0.1,0.8,43.1,1
3054.5,26.7,7,Road,45.2,92.9,4.8,0.91,65.7,1
1296.2,38.1,17,Road,29.3,53.6,3.4,0.53,47.5,1
1210.5,37.0,8,Road,86.7,36.5,3.5,0.05,43.0,1
2867.7,54.3,18,Road,89.9,55.8,5.8,0.95,79.5,2
2184.6,83.9,24,Sea,6.8,99.8,2.4,0.53,68.2,1
3951.1,42.6,11,Road,6.0,29.5,8.2,0.63,56.5,1
2663.1,63.4,5,Road,43.2,28.5,4.3,0.55,61.8,1
576.9,20.4,33,Rail,27.0,80.6,4.7,0.53,35.7,0
2260.4,60.1,37,Road,91.3,20.5,7.9,0.65,70.2,2
2132.4,4.0,5,Road,71.8,32.4,2.3,0.59,48.3,1
3198.2,84.5,18,Road,96.5,21.4,0.7,0.43,74.1,2
2167.4,39.3,33,Road,57.2,60.6,7.9,0.23,50.9,1
4100.6,14.9,1,Road,22.2,19.3,2.8,0.73,53.0,1
3678.1,41.0,5,Sea,39.9,9.0,4.0,0.52,60.9,1
575.2,86.5,13,Rail,19.9,92.7,8.0,0.27,51.9,1
1876.5,88.4,8,Road,89.4,50.5,8.8,0.12,67.6,1
1180.8,8.6,36,Road,16.9,85.1,3.2,0.94,48.1,1
3343.4,76.5,20,Air,0.5,42.7,9.5,0.29,48.7,1
2852.1,1.1,27,Rail,59.3,66.3,4.9,0.65,49.3,1
629.9,7.8,37,Road,63.9,31.0,8.7,0.64,42.7,1
1150.8,29.9,1,Road,35.3,56.4,9.7,0.64,47.6,1
3387.9,58.6,21,Rail,78.5,53.5,2.0,0.16,59.7,1
3104.6,6.8,22,Rail,98.8,0.7,8.4,0.19,47.3,1
3787.8,16.3,32,Sea,78.2,41.7,4.0,0.48,65.8,1
1747.3,70.4,25,Multimodal,30.4,28.7,6.7,0.64,59.8,1
3571.9,80.4,15,Sea,2.7,79.0,7.3,0.58,74.2,2
2554.4,30.4,38,Road,98.2,80.0,2.7,0.79,72.1,2
1684.2,70.4,26,Road,52.8,68.6,1.4,0.79,67.5,1
1850.6,59.7,11,Road,28.9,57.8,5.8,0.38,53.8,1
1742.5,79.6,8,Air,31.4,41.0,9.8,0.63,58.2,1
3495.3,62.7,20,Road,23.1,97.4,1.8,0.17,56.0,1
2752.5,83.1,30,Road,24.5,83.7,1.8,0.2,58.6,1
3888.7,6.6,32,Rail,74.4,75.1,2.2,0.62,58.1,1
2916.6,23.3,6,Sea,88.3,54.4,4.4,0.67,73.9,2
3856.2,61.8,13,Rail,96.5,40.4,5.5,0.75,77.8,2
3603.9,25.9,10,Rail,32.1,3.9,5.4,0.16,35.3,0
4114.3,31.2,15,Multimodal,3.5,75.0,6.4,0.86,66.0,1
3136.2,51.0,37,Road,37.5,7.6,2.1,0.21,46.2,1
3683.6,34.0,37,Rail,75.8,37.9,3.0,0.29,55.4,1
2428.1,8.3,9,Road,4.8,10.9,1.9,0.34,30.1,0
4395.7,46.9,35,Road,29.7,62.1,5.7,0.34,58.6,1
118.0,43.6,24,Rail,45.4,95.7,0.1,0.19,36.1,0
1582.9,22.3,39,Road,12.0,50.8,9.4,0.22,32.2,0
2823.8,41.2,16,Sea,21.8,27.7,7.5,0.41,59.9,1
4075.7,25.6,15,Road,22.6,89.1,2.6,0.73,62.1,1
1858.7,6.0,36,Sea,20.3,47.8,0.0,0.48,37.7,0
2277.2,42.6,38,Rail,7.8,64.4,5.0,0.71,50.7,1
2846.1,14.5,38,Rail,90.4,3.5,5.5,0.32,44.4,1
3830.5,4.2,25,Sea,2.1,93.4,0.0,0.75,53.5,1
1218.5,5.9,6,Rail,55.1,38.4,6.4,0.47,39.5,0
4113.1,44.4,38,Sea,27.3,56.2,3.7,0.68,70.2,2
457.0,16.5,2,Sea,61.8,89.1,1.2,0.22,44.1,1
1271.0,11.0,33,Air,71.1,85.6,3.4,0.75,50.6,1
368.8,25.3,33,Road,65.0,78.0,3.6,0.25,40.0,1
1965.0,71.5,16,Sea,87.1,89.6,4.4,0.33,74.9,2
229.1,1.0,25,Road,84.4,74.7,8.2,0.88,56.5,1
2760.9,25.3,12,Multimodal,5.8,74.7,3.6,0.8,56.1,1
176.9,41.9,23,Road,25.0,79.2,1.2,0.43,38.9,0
3712.4,40.7,20,Rail,37.7,50.6,9.2,0.85,63.8,1
3202.7,86.7,1,Sea,54.4,33.6,3.0,0.83,83.5,2
766.3,26.3,24,Air,99.9,33.9,4.3,0.55,50.6,1
923.6,70.6,10,Air,37.5,16.0,2.5,0.61,48.9,1
1164.3,42.9,31,Sea,15.6,98.9,4.1,0.19,47.0,1
3931.3,84.5,16,Road,56.3,43.4,6.7,0.07,66.0,1
1863.6,5.4,29,Rail,72.8,14.0,8.4,0.74,48.2,1
602.6,80.4,17,Air,2.0,68.7,3.6,0.82,49.8,1
3168.5,21.6,33,Rail,35.3,37.6,4.2,0.32,39.1,0
3028.9,34.0,30,Rail,13.8,31.7,2.0,0.52,42.1,1
345.4,86.0,39,Rail,90.6,95.1,2.5,0.72,70.6,2
919.0,18.0,16,Road,57.6,45.1,6.5,0.53,44.6,1
755.9,19.3,21,Rail,31.3,56.2,8.9,0.35,34.5,0
605.4,58.2,11,Rail,2.7,35.4,1.7,0.24,32.8,0
124.4,5.6,1,Road,7.5,4.0,3.8,0.88,30.6,0
1453.5,76.4,23,Road,64.1,26.2,8.1,0.73,67.7,1
2488.3,56.5,18,Rail,1.0,40.9,5.7,0.62,50.8,1
364.8,79.0,17,Road,63.9,18.0,6.2,0.36,51.9,1
2637.1,12.0,28,Air,61.7,52.7,1.1,0.21,41.2,1
3132.4,21.9,7,Rail,66.3,54.8,6.6,0.21,47.6,1
431.5,45.3,22,Road,41.8,90.1,9.1,0.29,46.4,1
